PERIODO,CVE_ENT,ENTIDAD,CLAVE_INDUSTRIA,INDUSTRIA,VALOR_CONSTANTE,VALOR_CORRIENTE
2009,20,Oaxaca,4,Actividades terciarias,210696.08300000004,144867.579
2010,20,Oaxaca,4,Actividades terciarias,212645.245,152409.17499999996
2011,20,Oaxaca,4,Actividades terciarias,214337.73100000003,161833.42199999996
2012,20,Oaxaca,4,Actividades terciarias,218749.364,172463.081
2013,20,Oaxaca,4,Actividades terciarias,220597.12999999995,178905.56999999995
2014,20,Oaxaca,4,Actividades terciarias,221956.818,185754.495
2015,20,Oaxaca,4,Actividades terciarias,230660.529,201081.75300000008
2016,20,Oaxaca,4,Actividades terciarias,230582.58,210542.146
2017,20,Oaxaca,4,Actividades terciarias,231916.011,223772.57
2018,20,Oaxaca,4,Actividades terciarias,239270.992,239270.992
2019,20,Oaxaca,4,Actividades terciarias,239610.556,250312.685
2020,20,Oaxaca,4,Actividades terciarias,222923.055,243639.051
2021,20,Oaxaca,4,Actividades terciarias,235801.824,266516.716
2022,20,Oaxaca,4,Actividades terciarias,247407.97300000003,300678.86399999994
2023,20,Oaxaca,4,Actividades terciarias,257385.906,326668.143
2003,20,Oaxaca,43,Comercio al por mayor,34660.062,15589.026
2004,20,Oaxaca,43,Comercio al por mayor,36604.399,17905.491
2005,20,Oaxaca,43,Comercio al por mayor,38088.356,19525.541
2006,20,Oaxaca,43,Comercio al por mayor,39268.866,21021.241
2007,20,Oaxaca,43,Comercio al por mayor,39015.073,22233.937
2008,20,Oaxaca,43,Comercio al por mayor,38484.876,23853.656
2009,20,Oaxaca,43,Comercio al por mayor,35764.678,23652.701
2010,20,Oaxaca,43,Comercio al por mayor,35358.517,23823.077
2011,20,Oaxaca,43,Comercio al por mayor,35499.257,25341.388
2012,20,Oaxaca,43,Comercio al por mayor,38436.471,29270.553
2013,20,Oaxaca,43,Comercio al por mayor,36135.113,27926.807
2014,20,Oaxaca,43,Comercio al por mayor,34054.457,26592.355
2015,20,Oaxaca,43,Comercio al por mayor,34698.939,29020.891
2016,20,Oaxaca,43,Comercio al por mayor,34481.404,31416.93
2017,20,Oaxaca,43,Comercio al por mayor,34968.846,33651.553
2018,20,Oaxaca,43,Comercio al por mayor,35528.965,35528.965
2019,20,Oaxaca,43,Comercio al por mayor,34401.661,35453.652
2020,20,Oaxaca,43,Comercio al por mayor,31649.64,34340.655
2021,20,Oaxaca,43,Comercio al por mayor,33884.665,38853.985
2022,20,Oaxaca,43,Comercio al por mayor,35610.6,45054.224
2023,20,Oaxaca,43,Comercio al por mayor,36327.55,45448.019
2003,20,Oaxaca,46,Comercio al por menor,41923.081,18553.21
2004,20,Oaxaca,46,Comercio al por menor,43174.929,21158.399
2005,20,Oaxaca,46,Comercio al por menor,45423.499,22905.175
2006,20,Oaxaca,46,Comercio al por menor,47522.002,23755.259
2007,20,Oaxaca,46,Comercio al por menor,45926.443,24506.743
2008,20,Oaxaca,46,Comercio al por menor,47393.767,26576.118
2009,20,Oaxaca,46,Comercio al por menor,44389.695,28739.282
2010,20,Oaxaca,46,Comercio al por menor,45036.094,30517.744
2011,20,Oaxaca,46,Comercio al por menor,45137.1,32622.654
2012,20,Oaxaca,46,Comercio al por menor,46794.322,34496.299
2013,20,Oaxaca,46,Comercio al por menor,48730.536,36552.308
2014,20,Oaxaca,46,Comercio al por menor,49322.274,37652.182
2015,20,Oaxaca,46,Comercio al por menor,49679.088,40703.828
2016,20,Oaxaca,46,Comercio al por menor,50308.76,44775.334
2017,20,Oaxaca,46,Comercio al por menor,50010.912,48551.884
2018,20,Oaxaca,46,Comercio al por menor,52389.629,52389.629
2019,20,Oaxaca,46,Comercio al por menor,54390.902,55715.405
2020,20,Oaxaca,46,Comercio al por menor,49575.667,53324.403
2021,20,Oaxaca,46,Comercio al por menor,55039.629,62128.125
2022,20,Oaxaca,46,Comercio al por menor,57544.181,69963.503
2023,20,Oaxaca,46,Comercio al por menor,61998.331,77748.451
2003,20,Oaxaca,48-49,"Transportes, correos y almacenamiento",15636.031,6481.133
2004,20,Oaxaca,48-49,"Transportes, correos y almacenamiento",16079.922,7365.976
2005,20,Oaxaca,48-49,"Transportes, correos y almacenamiento",16703.813,7853.067
2006,20,Oaxaca,48-49,"Transportes, correos y almacenamiento",16467.376,8182.492
2007,20,Oaxaca,48-49,"Transportes, correos y almacenamiento",16442.516,8563.568
2008,20,Oaxaca,48-49,"Transportes, correos y almacenamiento",16848.988,9580.792
2009,20,Oaxaca,48-49,"Transportes, correos y almacenamiento",16526.82,9952.365
2010,20,Oaxaca,48-49,"Transportes, correos y almacenamiento",17532.442,11383.518
2011,20,Oaxaca,48-49,"Transportes, correos y almacenamiento",17264.383,11458.082
2012,20,Oaxaca,48-49,"Transportes, correos y almacenamiento",17241.692,12580.157
2013,20,Oaxaca,48-49,"Transportes, correos y almacenamiento",17981.639,13617.07
2014,20,Oaxaca,48-49,"Transportes, correos y almacenamiento",18169.477,14791.063
2015,20,Oaxaca,48-49,"Transportes, correos y almacenamiento",18338.1,14319.936
2016,20,Oaxaca,48-49,"Transportes, correos y almacenamiento",18773.056,14649.898
2017,20,Oaxaca,48-49,"Transportes, correos y almacenamiento",16308.635,15374.109
2018,20,Oaxaca,48-49,"Transportes, correos y almacenamiento",17761.85,17761.85
2019,20,Oaxaca,48-49,"Transportes, correos y almacenamiento",17146.233,18868.248
2020,20,Oaxaca,48-49,"Transportes, correos y almacenamiento",14031.751,15595.482
2021,20,Oaxaca,48-49,"Transportes, correos y almacenamiento",17564.545,19989.13
2022,20,Oaxaca,48-49,"Transportes, correos y almacenamiento",19602.236,25206.22
2023,20,Oaxaca,48-49,"Transportes, correos y almacenamiento",19938.613,27608.33
2003,20,Oaxaca,51,Información en medios masivos,494.211,494.532
2004,20,Oaxaca,51,Información en medios masivos,540.016,584.453
2005,20,Oaxaca,51,Información en medios masivos,596.837,724.625
2006,20,Oaxaca,51,Información en medios masivos,667.343,930.887
2007,20,Oaxaca,51,Información en medios masivos,787.789,1210.225
2008,20,Oaxaca,51,Información en medios masivos,849.155,1329.84
2009,20,Oaxaca,51,Información en medios masivos,887.719,1431.557
2010,20,Oaxaca,51,Información en medios masivos,925.763,1555.935
2011,20,Oaxaca,51,Información en medios masivos,975.221,1551.003
2012,20,Oaxaca,51,Información en medios masivos,1145.131,1710.688
2013,20,Oaxaca,51,Información en medios masivos,1237.174,1895.836
2014,20,Oaxaca,51,Información en medios masivos,1271.986,1878.033
2015,20,Oaxaca,51,Información en medios masivos,1428.914,1799.445
2016,20,Oaxaca,51,Información en medios masivos,1551.629,1603.349
2017,20,Oaxaca,51,Información en medios masivos,1731.201,1722.566
2018,20,Oaxaca,51,Información en medios masivos,1876.034,1876.034
2019,20,Oaxaca,51,Información en medios masivos,1939.131,1949.125
2020,20,Oaxaca,51,Información en medios masivos,1703.3,1688.962
2021,20,Oaxaca,51,Información en medios masivos,1781.572,1795.374
2022,20,Oaxaca,51,Información en medios masivos,1999.333,2017.69
2023,20,Oaxaca,51,Información en medios masivos,2259.607,2250.661
2003,20,Oaxaca,52,Servicios financieros y de seguros,2209.015,1722.738
2004,20,Oaxaca,52,Servicios financieros y de seguros,2657.866,2014.708
2005,20,Oaxaca,52,Servicios financieros y de seguros,2567.339,2794.358
2006,20,Oaxaca,52,Servicios financieros y de seguros,3180.896,3353.009
2007,20,Oaxaca,52,Servicios financieros y de seguros,3145.456,3636.297
2008,20,Oaxaca,52,Servicios financieros y de seguros,3702.509,3941.173
2009,20,Oaxaca,52,Servicios financieros y de seguros,4223.035,4388.749
2010,20,Oaxaca,52,Servicios financieros y de seguros,4673.836,4201.106
2011,20,Oaxaca,52,Servicios financieros y de seguros,4920.6,4438.06
2012,20,Oaxaca,52,Servicios financieros y de seguros,5275.998,4760.509
2013,20,Oaxaca,52,Servicios financieros y de seguros,5914.885,5345.375
2014,20,Oaxaca,52,Servicios financieros y de seguros,6298.35,5864.977
2015,20,Oaxaca,52,Servicios financieros y de seguros,6814.216,6048.227
2016,20,Oaxaca,52,Servicios financieros y de seguros,7277.814,6736.028
2017,20,Oaxaca,52,Servicios financieros y de seguros,7915.555,7556.591
2018,20,Oaxaca,52,Servicios financieros y de seguros,8341.539,8341.539
2019,20,Oaxaca,52,Servicios financieros y de seguros,8686.468,9042.119
2020,20,Oaxaca,52,Servicios financieros y de seguros,8063.685,8950.028
2021,20,Oaxaca,52,Servicios financieros y de seguros,7981.2,8825.731
2022,20,Oaxaca,52,Servicios financieros y de seguros,8647.17,11059.211
2023,20,Oaxaca,52,Servicios financieros y de seguros,9251.659,13201.391
2003,20,Oaxaca,53,Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,27618.351,18926.791
2004,20,Oaxaca,53,Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,28313.86,20114.24
2005,20,Oaxaca,53,Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,28945.885,21200.4
2006,20,Oaxaca,53,Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,30145.321,23001.44
2007,20,Oaxaca,53,Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,31263.006,24472.847
2008,20,Oaxaca,53,Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,32457.406,26543.893
2009,20,Oaxaca,53,Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,33163.699,27567.675
2010,20,Oaxaca,53,Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,34410.857,29575.597
2011,20,Oaxaca,53,Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,35479.83,31199.586
2012,20,Oaxaca,53,Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,36250.722,32303.305
2013,20,Oaxaca,53,Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,36683.165,33820.374
2014,20,Oaxaca,53,Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,37388.505,35171.167
2015,20,Oaxaca,53,Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,38256.395,36550.345
2016,20,Oaxaca,53,Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,38927.974,38159.068
2017,20,Oaxaca,53,Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,39258.727,38953.99
2018,20,Oaxaca,53,Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,39790.389,39790.389
2019,20,Oaxaca,53,Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,40365.211,41876.973
2020,20,Oaxaca,53,Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,40575.023,43102.267
2021,20,Oaxaca,53,Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,42140.404,44981.093
2022,20,Oaxaca,53,Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,43324.233,47336.424
2023,20,Oaxaca,53,Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,43592.368,49350.772
2003,20,Oaxaca,54,"Servicios profesionales, científicos y técnicos",2663.977,1721.819
2004,20,Oaxaca,54,"Servicios profesionales, científicos y técnicos",3250.619,2156.292
2005,20,Oaxaca,54,"Servicios profesionales, científicos y técnicos",3423.095,2404.243
2006,20,Oaxaca,54,"Servicios profesionales, científicos y técnicos",3175.351,2364.298
2007,20,Oaxaca,54,"Servicios profesionales, científicos y técnicos",3397.784,2680.765
2008,20,Oaxaca,54,"Servicios profesionales, científicos y técnicos",3666.065,2922.412
2009,20,Oaxaca,54,"Servicios profesionales, científicos y técnicos",3302.107,2574.231
2010,20,Oaxaca,54,"Servicios profesionales, científicos y técnicos",3547.403,2819.453
2011,20,Oaxaca,54,"Servicios profesionales, científicos y técnicos",3460.543,2757.762
2012,20,Oaxaca,54,"Servicios profesionales, científicos y técnicos",3868.585,3129.927
2013,20,Oaxaca,54,"Servicios profesionales, científicos y técnicos",3667.23,2992.544
2014,20,Oaxaca,54,"Servicios profesionales, científicos y técnicos",3623.291,3102.912
2015,20,Oaxaca,54,"Servicios profesionales, científicos y técnicos",3636.601,3241.96
2016,20,Oaxaca,54,"Servicios profesionales, científicos y técnicos",3788.33,3732.41
2017,20,Oaxaca,54,"Servicios profesionales, científicos y técnicos",3393.89,3352.235
2018,20,Oaxaca,54,"Servicios profesionales, científicos y técnicos",3550.084,3550.084
2019,20,Oaxaca,54,"Servicios profesionales, científicos y técnicos",3787.716,4277.396
2020,20,Oaxaca,54,"Servicios profesionales, científicos y técnicos",3698.945,4382.398
2021,20,Oaxaca,54,"Servicios profesionales, científicos y técnicos",3795.215,4351.096
2022,20,Oaxaca,54,"Servicios profesionales, científicos y técnicos",4456.856,5096.762
2023,20,Oaxaca,54,"Servicios profesionales, científicos y técnicos",4707.929,5448.923
2003,20,Oaxaca,55,Corporativos,0.0,0.0
2004,20,Oaxaca,55,Corporativos,0.0,0.0
2005,20,Oaxaca,55,Corporativos,0.0,0.0
2006,20,Oaxaca,55,Corporativos,0.0,0.0
2007,20,Oaxaca,55,Corporativos,0.0,0.0
2008,20,Oaxaca,55,Corporativos,0.0,0.0
2009,20,Oaxaca,55,Corporativos,0.0,0.0
2010,20,Oaxaca,55,Corporativos,0.0,0.0
2011,20,Oaxaca,55,Corporativos,0.0,0.0
2012,20,Oaxaca,55,Corporativos,0.0,0.0
2013,20,Oaxaca,55,Corporativos,0.0,0.0
2014,20,Oaxaca,55,Corporativos,0.0,0.0
2015,20,Oaxaca,55,Corporativos,0.0,0.0
2016,20,Oaxaca,55,Corporativos,0.0,0.0
2017,20,Oaxaca,55,Corporativos,0.0,0.0
2018,20,Oaxaca,55,Corporativos,0.0,0.0
2019,20,Oaxaca,55,Corporativos,0.0,0.0
2020,20,Oaxaca,55,Corporativos,0.0,0.0
2021,20,Oaxaca,55,Corporativos,0.0,0.0
2022,20,Oaxaca,55,Corporativos,0.0,0.0
2023,20,Oaxaca,55,Corporativos,0.0,0.0
2003,20,Oaxaca,56,"Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",2772.248,1529.774
2004,20,Oaxaca,56,"Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",3172.462,1839.268
2005,20,Oaxaca,56,"Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",3457.141,2125.856
2006,20,Oaxaca,56,"Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",3297.25,2132.082
2007,20,Oaxaca,56,"Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",3303.055,2227.945
2008,20,Oaxaca,56,"Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",3368.54,2404.485
2009,20,Oaxaca,56,"Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",3187.961,2407.581
2010,20,Oaxaca,56,"Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",2904.883,2229.726
